"","observation_num","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
"4290",4290,44,"Private",99651,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5178,0,40,"United-States",">50K"
"4291",4291,52,"Private",235307,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4292",4292,23,"Private",529223,"Bachelors",13,"Never-married","Sales","Own-child","Black","Male",0,0,10,"United-States","<=50K"
"4293",4293,30,"Private",96287,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"4294",4294,57,"Private",124507,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
"4295",4295,27,"Private",240172,"Bachelors",13,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4296",4296,50,"Private",105010,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States",">50K"
"4297",4297,44,"Local-gov",135056,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,16,"?","<=50K"
"4298",4298,25,"Private",178478,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4299",4299,41,"Private",170866,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4300",4300,58,"Private",33725,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
"4301",4301,27,"Self-emp-inc",114158,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4302",4302,46,"Federal-gov",219967,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4303",4303,35,"State-gov",119421,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,35,"United-States",">50K"
"4304",4304,41,"Local-gov",33068,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
"4305",4305,33,"Private",351810,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"Mexico","<=50K"
"4306",4306,52,"Private",180142,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States","<=50K"
"4307",4307,32,"Private",44677,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4308",4308,63,"Federal-gov",39181,"Doctorate",16,"Divorced","Exec-managerial","Not-in-family","White","Female",0,2559,60,"United-States",">50K"
"4309",4309,57,"Self-emp-inc",123053,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",15024,0,50,"India",">50K"
"4310",4310,64,"State-gov",269512,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4311",4311,28,"Private",44767,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,50,"United-States",">50K"
"4312",4312,29,"Local-gov",220656,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",">50K"
"4313",4313,36,"Self-emp-not-inc",223789,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"4314",4314,32,"?",335427,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,0,20,"United-States",">50K"
"4315",4315,59,"Self-emp-inc",31359,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,80,"United-States",">50K"
"4316",4316,30,"Private",187560,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4317",4317,75,"?",36243,"Doctorate",16,"Never-married","?","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4318",4318,30,"Private",75573,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"Germany","<=50K"
"4319",4319,55,"Self-emp-not-inc",53566,"Doctorate",16,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"4320",4320,57,"Local-gov",198145,"Masters",14,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,14,"United-States",">50K"
"4321",4321,53,"Private",174020,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,1876,38,"United-States","<=50K"
"4322",4322,50,"Local-gov",172175,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4323",4323,27,"Private",209472,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"4324",4324,50,"Private",98975,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K"
"4325",4325,47,"Private",102308,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,50,"United-States",">50K"
"4326",4326,39,"Private",184801,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4327",4327,46,"Private",70754,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4328",4328,26,"Private",176729,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States",">50K"
"4329",4329,44,"Private",215468,"Bachelors",13,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,7,"United-States","<=50K"
"4330",4330,42,"Private",141558,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
"4331",4331,33,"Federal-gov",117963,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,38,"United-States","<=50K"
"4332",4332,30,"Private",232356,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4333",4333,29,"Private",157941,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4334",4334,43,"Private",274731,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4335",4335,48,"Private",141511,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4336",4336,57,"Private",314153,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
"4337",4337,42,"Local-gov",267252,"Masters",14,"Separated","Exec-managerial","Unmarried","Black","Male",0,0,45,"United-States",">50K"
"4338",4338,28,"Private",232653,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"4339",4339,51,"Self-emp-not-inc",205100,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,30,"United-States",">50K"
"4340",4340,36,"Private",177907,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",2176,0,20,"?","<=50K"
"4341",4341,29,"Private",133696,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",8614,0,45,"United-States",">50K"
"4342",4342,39,"Private",141584,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,2444,45,"United-States",">50K"
"4343",4343,40,"Private",221172,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
"4344",4344,40,"Private",183096,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"4345",4345,22,"Private",311376,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4346",4346,32,"Federal-gov",174215,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"4347",4347,36,"Private",183902,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,4,"United-States",">50K"
"4348",4348,33,"?",152875,"Bachelors",13,"Married-civ-spouse","?","Wife","Asian-Pac-Islander","Female",0,0,40,"China","<=50K"
"4349",4349,35,"Private",224889,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"4350",4350,29,"Self-emp-not-inc",178564,"Bachelors",13,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"4351",4351,41,"Private",92775,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"4352",4352,37,"Private",50837,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"4353",4353,38,"Self-emp-not-inc",243484,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,28,"United-States",">50K"
"4354",4354,46,"Private",268022,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"4355",4355,51,"Federal-gov",97934,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",5178,0,40,"United-States",">50K"
"4356",4356,25,"Private",209227,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,21,"United-States","<=50K"
"4357",4357,28,"Private",377095,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
"4358",4358,40,"Private",247880,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"4359",4359,24,"Private",83783,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
"4360",4360,61,"Local-gov",180079,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",4064,0,40,"United-States","<=50K"
"4361",4361,39,"Self-emp-not-inc",218490,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,50,"?",">50K"
"4362",4362,24,"Local-gov",203924,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,45,"United-States","<=50K"
"4363",4363,38,"Private",229700,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States",">50K"
"4364",4364,61,"Private",119684,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,20,"United-States",">50K"
"4365",4365,53,"Self-emp-not-inc",100109,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
"4366",4366,46,"Self-emp-inc",235320,"Masters",14,"Divorced","Sales","Not-in-family","White","Male",0,0,60,"United-States",">50K"
"4367",4367,78,"?",91534,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,3,"United-States","<=50K"
"4368",4368,43,"Private",131899,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"4369",4369,36,"Private",186808,"Bachelors",13,"Married-civ-spouse","Craft-repair","Own-child","White","Male",0,0,40,"United-States",">50K"
"4370",4370,27,"Federal-gov",46442,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"4371",4371,24,"Private",417668,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United-States","<=50K"
"4372",4372,31,"Self-emp-not-inc",357145,"Doctorate",16,"Never-married","Prof-specialty","Own-child","White","Female",0,0,48,"United-States","<=50K"
"4373",4373,26,"Federal-gov",52322,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Other","Male",0,0,60,"United-States","<=50K"
"4374",4374,27,"Local-gov",105830,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"4375",4375,28,"Federal-gov",281860,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4376",4376,53,"Private",283320,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4377",4377,40,"State-gov",26598,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4378",4378,25,"?",239120,"Bachelors",13,"Never-married","?","Not-in-family","White","Male",0,0,13,"United-States","<=50K"
"4379",4379,38,"Federal-gov",37683,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",99999,0,57,"Canada",">50K"
"4380",4380,47,"Local-gov",193012,"Masters",14,"Divorced","Protective-serv","Not-in-family","Black","Male",0,0,50,"United-States",">50K"
"4381",4381,48,"Private",143098,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,40,"China",">50K"
"4382",4382,37,"Private",188503,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"4383",4383,39,"Private",154641,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"4384",4384,34,"Private",141118,"Masters",14,"Divorced","Prof-specialty","Own-child","White","Female",0,0,60,"United-States",">50K"
"4385",4385,25,"Private",137645,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4386",4386,58,"Local-gov",489085,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States","<=50K"
"4387",4387,46,"Private",346978,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"4388",4388,71,"Private",182395,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",11678,0,45,"United-States",">50K"
"4389",4389,38,"Private",312271,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4390",4390,49,"Private",195956,"Bachelors",13,"Divorced","Tech-support","Unmarried","White","Female",0,0,35,"United-States","<=50K"
"4391",4391,76,"Private",278938,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"4392",4392,47,"Private",362835,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
"4393",4393,55,"Self-emp-inc",207489,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,50,"Germany","<=50K"
"4394",4394,60,"Self-emp-inc",105339,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,60,"United-States",">50K"
"4395",4395,27,"Private",181280,"Masters",14,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,30,"United-States","<=50K"
"4396",4396,40,"Private",146908,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
"4397",4397,25,"Private",164488,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4398",4398,30,"Private",93884,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"4399",4399,26,"Private",279833,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,2258,45,"United-States",">50K"
"4400",4400,32,"Private",101562,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"4401",4401,50,"Federal-gov",98980,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K"
"4402",4402,41,"Private",237452,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,15,"Cuba",">50K"
"4403",4403,41,"Private",216968,"Bachelors",13,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"?","<=50K"
"4404",4404,27,"?",216479,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,0,24,"United-States",">50K"
"4405",4405,28,"Private",51461,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1887,40,"United-States",">50K"
"4406",4406,31,"Private",222654,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"4407",4407,34,"Private",37676,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"4408",4408,57,"Private",159319,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4409",4409,33,"Private",184306,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
"4410",4410,45,"Private",161954,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"Germany","<=50K"
"4411",4411,65,"Private",258561,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"United-States","<=50K"
"4412",4412,43,"Local-gov",265698,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States",">50K"
"4413",4413,59,"Self-emp-inc",146477,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4414",4414,46,"Local-gov",175754,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,60,"United-States","<=50K"
"4415",4415,46,"Local-gov",114160,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
"4416",4416,26,"Private",132572,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"4417",4417,31,"Local-gov",50649,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"4418",4418,62,"Self-emp-inc",354075,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4419",4419,23,"Private",32732,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,15,"United-States","<=50K"
"4420",4420,24,"State-gov",390867,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4421",4421,39,"Private",76417,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4422",4422,30,"?",33811,"Bachelors",13,"Married-civ-spouse","?","Wife","Other","Female",0,0,40,"Taiwan",">50K"
"4423",4423,25,"Private",185942,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States",">50K"
"4424",4424,38,"Private",33105,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Amer-Indian-Eskimo","Male",0,0,70,"United-States",">50K"
"4425",4425,33,"Private",199227,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
"4426",4426,44,"Private",181762,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",15024,0,55,"United-States",">50K"
"4427",4427,41,"Private",150755,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"Canada",">50K"
"4428",4428,38,"Private",219546,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"4429",4429,51,"Private",200618,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"4430",4430,31,"Private",183043,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,48,"United-States",">50K"
"4431",4431,42,"Local-gov",209752,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
"4432",4432,37,"Local-gov",98725,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Female",0,0,42,"United-States","<=50K"
"4433",4433,37,"Self-emp-not-inc",180150,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"4434",4434,66,"Private",151227,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
"4435",4435,37,"Private",178948,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"4436",4436,42,"Private",31387,"Doctorate",16,"Married-spouse-absent","Prof-specialty","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
"4437",4437,41,"Private",220531,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4438",4438,42,"Self-emp-not-inc",201908,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,50,"United-States",">50K"
"4439",4439,44,"?",109912,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,0,16,"United-States",">50K"
"4440",4440,41,"Private",175674,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
"4441",4441,44,"Private",325461,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
"4442",4442,60,"Local-gov",313852,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"4443",4443,38,"Local-gov",30509,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1669,55,"United-States","<=50K"
"4444",4444,49,"Private",120629,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","Black","Female",27828,0,60,"United-States",">50K"
"4445",4445,38,"Private",335104,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"4446",4446,57,"Self-emp-inc",165881,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"4447",4447,44,"Self-emp-not-inc",149943,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,60,"Taiwan",">50K"
"4448",4448,25,"Private",114838,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,8,"Italy","<=50K"
"4449",4449,54,"Local-gov",168553,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"4450",4450,23,"Private",103064,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4451",4451,29,"Private",163003,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",2202,0,40,"Taiwan","<=50K"
"4452",4452,25,"Private",194352,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,44,"United-States","<=50K"
"4453",4453,57,"Local-gov",132717,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
"4454",4454,37,"Self-emp-inc",196123,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",">50K"
"4455",4455,43,"Self-emp-inc",304906,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"4456",4456,31,"Private",409622,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,36,"Mexico","<=50K"
"4457",4457,27,"Private",136448,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"4458",4458,36,"Self-emp-not-inc",202950,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Iran","<=50K"
"4459",4459,40,"Local-gov",197012,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Female",8614,0,40,"England",">50K"
"4460",4460,22,"Private",197838,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4461",4461,45,"Private",82797,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"4462",4462,23,"Private",53245,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,1602,12,"United-States","<=50K"
"4463",4463,47,"Private",28035,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4464",4464,44,"Private",146906,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"4465",4465,57,"Self-emp-inc",33725,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
"4466",4466,26,"Self-emp-not-inc",137795,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States","<=50K"
"4467",4467,44,"Private",367749,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"Mexico","<=50K"
"4468",4468,26,"Private",206600,"Bachelors",13,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"Mexico","<=50K"
"4469",4469,40,"Private",187702,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"4470",4470,37,"Private",151835,"Prof-school",15,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"4471",4471,45,"Private",178341,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
"4472",4472,39,"Local-gov",327164,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
"4473",4473,23,"Private",140798,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"4474",4474,29,"Self-emp-inc",187450,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"4475",4475,26,"Local-gov",216522,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,42,"United-States","<=50K"
"4476",4476,24,"Private",206861,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"4477",4477,58,"Private",153551,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"4478",4478,27,"Self-emp-not-inc",66473,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
"4479",4479,68,"Local-gov",242095,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",20051,0,40,"United-States",">50K"
"4480",4480,40,"Self-emp-not-inc",199303,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"4481",4481,43,"Private",345789,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,50,"United-States",">50K"
"4482",4482,60,"Private",238913,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,46,"United-States",">50K"
"4483",4483,46,"Private",102569,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,65,"United-States",">50K"
"4484",4484,26,"Private",37202,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"4485",4485,22,"Private",51362,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,16,"United-States","<=50K"
"4486",4486,53,"Self-emp-inc",135643,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,50,"South","<=50K"
"4487",4487,43,"Private",102180,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"4488",4488,30,"Private",113364,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,18,"United-States","<=50K"
"4489",4489,27,"Private",137063,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
